,geo_id,geo_type,multi,single,condo,land,owner,rental,total_units,owner_pct,house_age_avg,sqft_avg,lot_size_avg,house_age,lot_size
79,54212,county,45,21880,591,217,19101,5172,24273,0.7869,1994,2401.3364,1.4793804,"{'t1990-99': 5407, 't1980-89': 3773, 't2010-19': 2998, 't1969': 1462, 't2000-09': 8600, 't1970-79': 2033}","{'a125': 20, 'a75': 217, 'a50': 213, 'a25': 104, 'a3': 1893, 'a1': 19801, 'a2': 2025}"
80,54237,county,0,28,0,2,21,9,30,0.7,1986,1637.6786,4.3553333,"{'t1990-99': 7, 't1980-89': 4, 't1969': 6, 't2000-09': 7, 't1970-79': 6}","{'a1': 9, 'a3': 12, 'a2': 9}"
81,28053,county,0,1410,10,0,1043,385,1428,0.7304,1981,1763.7979,7.454861,"{'t1990-99': 261, 't1980-89': 164, 't2010-19': 47, 't1969': 379, 't2000-09': 324, 't1970-79': 253}","{'a125': 1, 'a75': 166, 'a50': 150, 'a25': 33, 'a3': 578, 'a1': 176, 'a2': 324}"
82,64307,county,0,0,0,1,0,1,1,0.0,0,0.0,0.32601234,{'t1969': 1},{'a50': 1}
83,23960,county,0,633,6,7,499,227,726,0.6873,1984,1940.7471,4.312892,"{'t1990-99': 164, 't1980-89': 160, 't2010-19': 14, 't1969': 129, 't2000-09': 158, 't1970-79': 101}","{'a125': 27, 'a75': 50, 'a50': 120, 'a25': 116, 'a3': 244, 'a1': 43, 'a2': 126}"
84,2015,county,13224,683864,46672,4320,590184,167016,757200,0.7794,1971,1933.5858,1.0958945,"{'t1990-99': 106448, 't1980-89': 83024, 't2010-19': 51800, 't1969': 302080, 't2000-09': 128544, 't1970-79': 85296, 't2020-29': 8}","{'a125': 74856, 'a75': 64968, 'a50': 271064, 'a25': 166016, 'a3': 74944, 'a1': 38512, 'a2': 66840}"
85,45583,county,0,37,0,0,19,19,38,0.5,1961,2047.3948,0.4389504,"{'t1990-99': 3, 't1980-89': 2, 't1969': 23, 't2000-09': 1, 't1970-79': 9}","{'a125': 2, 'a50': 7, 'a25': 25, 'a3': 1, 'a1': 1, 'a2': 2}"
86,37750,county,0,6,0,0,1,5,6,0.1667,1918,1292.6666,0.3316701,{'t1969': 6},"{'a1': 1, 'a50': 2, 'a25': 1, 'a125': 2}"
87,59150,county,0,478,0,41,411,111,522,0.7874,1988,2211.3633,18.341684,"{'t1990-99': 85, 't1980-89': 65, 't2010-19': 57, 't1969': 94, 't2000-09': 168, 't1970-79': 53}","{'a125': 1, 'a75': 9, 'a50': 14, 'a25': 5, 'a3': 391, 'a1': 38, 'a2': 64}"
88,43142,county,0,549,6,2,421,140,561,0.7504,1980,1780.2686,15.570939,"{'t1990-99': 49, 't1980-89': 57, 't2010-19': 9, 't1969': 134, 't2000-09': 206, 't1970-79': 106}","{'a125': 8, 'a75': 26, 'a50': 23, 'a25': 3, 'a3': 445, 'a1': 14, 'a2': 42}"
89,21882,county,10,1904,12,49,1529,451,1980,0.7722,1980,1889.1884,3.6857412,"{'t1990-99': 359, 't1980-89': 167, 't2010-19': 23, 't1969': 618, 't2000-09': 636, 't1970-79': 177}","{'a125': 18, 'a75': 298, 'a50': 419, 'a25': 97, 'a3': 539, 'a1': 262, 'a2': 347}"
90,3570,county,1371,24566,32,175,23555,2605,26160,0.9004,1958,2890.5781,2.4746172,"{'t1990-99': 2518, 't1980-89': 3271, 't2010-19': 271, 't1969': 14564, 't2000-09': 2599, 't1970-79': 2937}","{'a125': 902, 'a75': 2303, 'a50': 5937, 'a25': 3631, 'a3': 6511, 'a1': 2434, 'a2': 4442}"
91,3921,county,8703,198309,1128,1080,193683,15636,209319,0.9253,1959,2670.9321,1.0205268,"{'t1990-99': 17607, 't1980-89': 16305, 't2010-19': 3705, 't1969': 131235, 't2000-09': 18042, 't1970-79': 22425}","{'a125': 21126, 'a75': 16065, 'a50': 38514, 'a25': 50592, 'a3': 28242, 'a1': 19845, 'a2': 34935}"
92,4963,county,440,46731,7368,250,46661,9194,55855,0.8354,1967,2026.2396,0.6204523,"{'t1990-99': 8033, 't1980-89': 7451, 't2010-19': 736, 't1969': 26208, 't2000-09': 5969, 't1970-79': 7455, 't2020-29': 3}","{'a125': 10883, 'a75': 2979, 'a50': 12331, 'a25': 22903, 'a3': 1836, 'a1': 1965, 'a2': 2958}"
93,63642,county,0,14,2,0,9,8,17,0.5294,1961,1924.0588,2.6229916,"{'t1990-99': 2, 't2010-19': 1, 't1969': 11, 't2000-09': 1, 't1970-79': 2}","{'a125': 1, 'a50': 5, 'a25': 9, 'a3': 1, 'a2': 1}"
94,10501,county,0,202,0,2,138,79,217,0.6359,1945,1335.5853,4.1435065,"{'t1990-99': 10, 't1980-89': 18, 't2010-19': 2, 't1969': 144, 't2000-09': 20, 't1970-79': 23}","{'a125': 5, 'a75': 28, 'a50': 39, 'a25': 29, 'a3': 51, 'a1': 29, 'a2': 36}"
95,67698,county,1332,241818,16898,550,176660,84911,261571,0.6754,1979,1762.002,0.39727214,"{'t1990-99': 33459, 't1980-89': 60296, 't2010-19': 3848, 't1969': 78650, 't2000-09': 52290, 't1970-79': 33028}","{'a125': 51190, 'a75': 10266, 'a50': 39231, 'a25': 140663, 'a3': 8903, 'a1': 4778, 'a2': 6540}"
96,63934,county,0,250,0,0,187,67,254,0.7362,1985,2153.5117,4.7178655,"{'t1990-99': 44, 't1980-89': 24, 't2010-19': 19, 't1969': 43, 't2000-09': 75, 't1970-79': 49}","{'a75': 13, 'a50': 20, 'a25': 21, 'a3': 118, 'a1': 34, 'a2': 48}"
97,16889,county,2,3298,20,10,2350,1008,3358,0.6998,1957,1473.1755,4.219533,"{'t1990-99': 484, 't1980-89': 230, 't2010-19': 46, 't1969': 1708, 't2000-09': 576, 't1970-79': 314}","{'a125': 164, 'a75': 232, 'a50': 718, 'a25': 870, 'a3': 876, 'a1': 162, 'a2': 336}"
98,62297,county,220,52554,13860,6737,61409,11978,73387,0.8368,1980,2309.262,0.47236222,"{'t1990-99': 9692, 't1980-89': 19893, 't2010-19': 588, 't1969': 14085, 't2000-09': 12425, 't1970-79': 16704}","{'a125': 26875, 'a75': 568, 'a50': 6818, 'a25': 37171, 'a3': 948, 'a1': 520, 'a2': 487}"
99,15722,county,0,38,0,0,33,5,38,0.8684,1956,2364.5789,52.22716,"{'t1990-99': 4, 't1980-89': 2, 't2010-19': 1, 't1969': 27, 't2000-09': 3, 't1970-79': 1}","{'a75': 2, 'a3': 34, 'a2': 2}"
0,91866,neighborhood,0,3,0,0,2,1,3,0.6667,1953,1542.0,0.16000263,{'t1969': 3},{'a25': 3}
1,186692,neighborhood,0,1,0,0,1,0,1,1.0,2002,4204.0,1.0,{'t2000-09': 1},{'a1': 1}
2,189978,neighborhood,0,12,0,0,7,5,12,0.5833,1939,1107.7142,0.29048446,"{'t1969': 11, 't2010-19': 1}","{'a1': 1, 'a50': 4, 'a25': 7}"
3,114411,neighborhood,0,3,0,0,2,1,3,0.6667,1944,1627.3334,0.25884017,{'t1969': 3},"{'a50': 1, 'a25': 2}"
4,103837,neighborhood,0,2,0,0,2,0,2,1.0,1952,1886.5,0.3616072,{'t1969': 2},{'a50': 2}
5,93486,neighborhood,0,2,8,0,4,12,16,0.25,1982,891.0625,0.12192749,"{'t1990-99': 1, 't1980-89': 8, 't1969': 2, 't2000-09': 2, 't1970-79': 3}","{'a50': 2, 'a25': 6, 'a125': 8}"
6,157685,neighborhood,0,11,0,0,10,1,11,0.9091,1983,1792.8182,0.24363847,{'t1980-89': 11},"{'a50': 5, 'a25': 6}"
7,89526,neighborhood,0,75,22,0,86,11,97,0.8866,1963,1255.7217,0.36609986,"{'t1969': 63, 't2000-09': 13, 't1980-89': 9, 't1970-79': 12}","{'a125': 5, 'a75': 1, 'a50': 19, 'a25': 58, 'a2': 14}"
8,95312,neighborhood,1,310,2,0,263,50,313,0.8403,1952,1345.1123,0.058640305,"{'t1990-99': 11, 't1980-89': 6, 't1969': 250, 't2000-09': 4, 't1970-79': 42}","{'a25': 3, 'a125': 310}"
9,87906,neighborhood,0,328,72,16,217,215,432,0.5023,2006,3543.238,3.845926,"{'t1990-99': 22, 't1980-89': 25, 't2010-19': 209, 't1969': 1, 't2000-09': 175}","{'a125': 35, 'a75': 24, 'a50': 81, 'a25': 174, 'a3': 77, 'a1': 31, 'a2': 10}"
10,82299,neighborhood,0,361,0,0,351,23,374,0.9385,2001,2959.917,0.2524204,"{'t1990-99': 141, 't2010-19': 57, 't1969': 1, 't2000-09': 174, 't1970-79': 1}","{'a75': 1, 'a50': 100, 'a25': 271, 'a3': 1, 'a2': 1}"
11,81290,neighborhood,0,61,0,0,55,6,61,0.9016,1985,2075.8164,0.50796705,"{'t1969': 2, 't1990-99': 21, 't1980-89': 30, 't1970-79': 8}","{'a1': 2, 'a75': 18, 'a50': 40, 'a2': 1}"
12,163020,neighborhood,0,4,0,0,4,0,4,1.0,2006,3414.75,0.12999976,{'t2000-09': 4},"{'a25': 2, 'a125': 2}"
13,117535,neighborhood,0,35,0,0,33,2,35,0.9429,1991,1492.0714,0.19583373,"{'t1980-89': 1, 't1990-99': 34}","{'a50': 4, 'a25': 31}"
14,133122,neighborhood,0,153,0,0,99,55,154,0.6429,1983,1359.8116,0.08779489,{'t1980-89': 154},"{'a25': 10, 'a125': 144}"
15,108012,neighborhood,0,3,0,0,1,2,3,0.3333,1989,2807.6667,0.29867056,"{'t2000-09': 1, 't1980-89': 2}",{'a50': 3}
16,130611,neighborhood,0,18,0,0,13,5,18,0.7222,1960,1611.3077,0.33790156,"{'t1969': 16, 't1970-79': 2}","{'a75': 1, 'a50': 14, 'a25': 3}"
17,115915,neighborhood,1,62,1,0,55,9,64,0.8594,1972,2184.4126,0.27500838,"{'t1990-99': 10, 't1980-89': 8, 't2010-19': 3, 't1969': 22, 't2000-09': 14, 't1970-79': 7}","{'a75': 2, 'a50': 40, 'a25': 21, 'a125': 1}"
18,90524,neighborhood,0,17,0,0,13,4,17,0.7647,2000,1424.2941,0.12475915,"{'t2000-09': 9, 't1990-99': 8}","{'a25': 4, 'a125': 13}"
19,83072,neighborhood,0,1,0,0,1,0,1,1.0,1930,1523.0,0.14029023,{'t1969': 1},{'a25': 1}
20,122548,neighborhood,0,5,0,0,5,2,7,0.7143,1995,2666.7144,1.3700019,"{'t2000-09': 2, 't1990-99': 3, 't1980-89': 2}","{'a1': 1, 'a3': 1, 'a2': 5}"
21,185468,neighborhood,0,1,0,0,1,0,1,1.0,1957,1306.0,0.2899928,{'t1969': 1},{'a50': 1}
22,146498,neighborhood,0,49,0,0,35,14,49,0.7143,1983,1289.8723,0.1881796,"{'t1969': 2, 't1980-89': 47}","{'a3': 1, 'a25': 1, 'a125': 47}"
23,91910,neighborhood,0,20,0,0,16,4,20,0.8,1973,1504.1765,0.18449965,"{'t1969': 8, 't1980-89': 1, 't1970-79': 11}","{'a50': 3, 'a25': 17}"
24,197997,neighborhood,1,23,15,0,13,26,39,0.3333,1944,1361.641,0.06938606,"{'t1969': 27, 't2000-09': 1, 't1990-99': 1, 't1980-89': 10}","{'a25': 1, 'a125': 38}"
25,178178,neighborhood,0,5,0,0,5,0,5,1.0,1992,3773.0,1.1724539,"{'t2010-19': 1, 't1990-99': 1, 't1980-89': 3}","{'a1': 1, 'a2': 4}"
26,99327,neighborhood,0,32,0,1,15,20,35,0.4286,1963,1171.7273,0.23734194,"{'t1990-99': 1, 't1980-89': 5, 't1969': 19, 't2000-09': 3, 't1970-79': 7}","{'a125': 2, 'a75': 1, 'a50': 7, 'a25': 24, 'a1': 1}"
27,191092,neighborhood,0,13,1,0,14,0,14,1.0,1993,4425.143,0.15086028,"{'t2000-09': 1, 't1990-99': 12, 't1980-89': 1}","{'a25': 10, 'a125': 4}"
28,99822,neighborhood,0,22,0,0,19,3,22,0.8636,2002,4025.7273,0.31439716,{'t2000-09': 22},"{'a50': 17, 'a25': 5}"
29,112585,neighborhood,0,1,0,0,1,0,1,1.0,1976,2200.0,2.1,{'t1970-79': 1},{'a3': 1}
30,86358,neighborhood,45,345,0,3,317,76,393,0.8066,1934,7133.4146,0.13830018,"{'t1990-99': 10, 't1980-89': 9, 't2010-19': 5, 't1969': 359, 't2000-09': 4, 't1970-79': 6}","{'a75': 2, 'a50': 20, 'a25': 183, 'a125': 188}"
31,187907,neighborhood,0,0,8,0,8,0,8,1.0,1992,1700.5,0.11500022,{'t1990-99': 8},"{'a25': 4, 'a125': 4}"
32,77943,neighborhood,1,132,0,0,87,46,133,0.6541,1933,1474.5564,0.20473841,"{'t1990-99': 1, 't1980-89': 15, 't2010-19': 3, 't1969': 105, 't2000-09': 3, 't1970-79': 6}","{'a1': 1, 'a50': 37, 'a25': 71, 'a125': 24}"
33,191416,neighborhood,0,6,0,0,6,0,6,1.0,1994,2972.6667,1.4666667,{'t1990-99': 6},"{'a3': 1, 'a2': 5}"
34,97707,neighborhood,0,6,0,0,3,3,6,0.5,1959,1399.8334,0.3467387,"{'t1969': 4, 't1970-79': 2}","{'a75': 1, 'a50': 4, 'a25': 1}"
35,188636,neighborhood,0,1,25,0,8,18,26,0.3077,1980,1459.0667,0.016395716,{'t1980-89': 26},{'a125': 26}
36,86402,neighborhood,3,943,135,2,1025,58,1083,0.9464,1990,2585.1812,0.902383,"{'t1990-99': 532, 't1980-89': 119, 't2010-19': 1, 't1969': 66, 't2000-09': 252, 't1970-79': 113}","{'a125': 139, 'a75': 99, 'a50': 76, 'a25': 116, 'a3': 75, 'a1': 373, 'a2': 205}"
37,79068,neighborhood,1,443,5,0,361,88,449,0.804,1995,1870.2662,0.3009811,"{'t1990-99': 32, 't1980-89': 36, 't2010-19': 35, 't1969': 12, 't2000-09': 247, 't1970-79': 87}","{'a125': 99, 'a75': 34, 'a50': 113, 'a25': 189, 'a3': 2, 'a1': 6, 'a2': 6}"
38,116031,neighborhood,0,35,8,0,42,1,43,0.9767,1987,2084.0698,0.21457408,"{'t1990-99': 14, 't1980-89': 9, 't2010-19': 6, 't1969': 4, 't2000-09': 1, 't1970-79': 9}","{'a1': 1, 'a50': 10, 'a25': 24, 'a125': 8}"
39,76719,neighborhood,0,42,0,0,27,16,43,0.6279,1980,1629.5116,1.1364417,"{'t1990-99': 7, 't1980-89': 11, 't2010-19': 1, 't1969': 7, 't2000-09': 3, 't1970-79': 14}","{'a1': 29, 'a75': 1, 'a3': 3, 'a2': 10}"
40,94872,neighborhood,4,121,0,5,68,63,131,0.5191,1958,1132.4921,0.13643532,"{'t1990-99': 5, 't1980-89': 3, 't2010-19': 2, 't1969': 105, 't2000-09': 13, 't1970-79': 3}","{'a50': 3, 'a25': 88, 'a125': 40}"
41,82956,neighborhood,2,68,0,0,58,12,70,0.8286,1984,1928.3,0.17406124,"{'t2000-09': 1, 't1990-99': 2, 't1980-89': 67}","{'a50': 3, 'a25': 60, 'a125': 7}"
42,145156,neighborhood,0,104,6,0,97,13,110,0.8818,1994,1706.6818,0.21459709,"{'t1990-99': 109, 't1970-79': 1}","{'a50': 14, 'a2': 1, 'a25': 95}"
43,113025,neighborhood,0,11,0,0,8,3,11,0.7273,2000,2333.4443,0.4236422,"{'t2000-09': 10, 't1990-99': 1}","{'a75': 4, 'a50': 7}"
44,93035,neighborhood,1,5,559,0,296,269,565,0.5239,2007,1208.6248,0.026221622,{'t2000-09': 565},{'a125': 565}
45,132231,neighborhood,0,28,0,0,23,6,29,0.7931,1999,1600.7407,0.27171746,"{'t2000-09': 17, 't1990-99': 12}","{'a75': 1, 'a50': 12, 'a25': 16}"
46,164975,neighborhood,0,10,0,0,8,2,10,0.8,1999,2264.9,0.22299972,"{'t2000-09': 2, 't1990-99': 8}",{'a25': 10}
47,162904,neighborhood,0,2,0,0,2,0,2,1.0,2012,4989.0,0.33500004,{'t2010-19': 2},{'a50': 2}
48,97545,neighborhood,0,4,1,0,2,3,5,0.4,1956,1514.8,0.30600765,"{'t1969': 4, 't1980-89': 1}","{'a1': 1, 'a25': 3, 'a125': 1}"
49,162247,neighborhood,0,1,0,0,1,0,1,1.0,1957,912.0,0.26999727,{'t1969': 1},{'a50': 1}
50,93981,neighborhood,0,1,0,0,1,0,1,1.0,2008,4458.0,0.3280096,{'t2000-09': 1},{'a50': 1}
51,135193,neighborhood,0,176,0,0,161,22,183,0.8798,1997,2012.7268,0.18713833,"{'t2000-09': 20, 't1990-99': 163}","{'a50': 9, 'a25': 172, 'a125': 2}"
52,84125,neighborhood,0,120,41,0,107,59,166,0.6446,1986,1518.3354,0.5269661,"{'t1990-99': 57, 't1980-89': 45, 't2010-19': 13, 't1969': 31, 't2000-09': 10, 't1970-79': 10}","{'a125': 47, 'a75': 5, 'a50': 58, 'a25': 40, 'a3': 10, 'a1': 5, 'a2': 1}"
53,100056,neighborhood,0,27,2,0,23,6,29,0.7931,1968,2030.8966,0.268475,"{'t1969': 17, 't2000-09': 2, 't1970-79': 10}","{'a1': 1, 'a50': 9, 'a25': 17, 'a125': 2}"
54,92757,neighborhood,0,122,0,0,115,7,122,0.9426,1983,2361.8525,0.2576443,"{'t1990-99': 4, 't1980-89': 118}","{'a50': 41, 'a25': 81}"
55,177449,neighborhood,0,1,33,0,31,3,34,0.9118,2005,2458.0293,0.077519715,{'t2000-09': 34},{'a125': 34}
56,88022,neighborhood,0,40,0,0,38,6,44,0.8636,1992,4204.1816,0.49096882,{'t1990-99': 44},"{'a75': 6, 'a50': 38}"
57,143536,neighborhood,0,13,0,0,13,0,13,1.0,1981,2963.3635,0.29262578,"{'t1990-99': 1, 't1980-89': 5, 't1970-79': 7}","{'a50': 7, 'a25': 6}"
58,138479,neighborhood,0,380,0,1,363,24,387,0.938,2004,4174.6733,0.24956915,"{'t2010-19': 27, 't2000-09': 360}","{'a1': 1, 'a75': 5, 'a50': 160, 'a25': 221}"
59,96159,neighborhood,1,1441,426,0,1571,297,1868,0.841,1977,1617.2878,0.17669544,"{'t1990-99': 166, 't1980-89': 528, 't2010-19': 2, 't1969': 178, 't2000-09': 2, 't1970-79': 992}","{'a125': 649, 'a75': 3, 'a50': 39, 'a25': 1115, 'a1': 1, 'a2': 61}"
60,87582,neighborhood,0,12,0,0,3,9,12,0.25,1934,1200.0,0.21018471,"{'t1969': 11, 't2000-09': 1}","{'a50': 2, 'a25': 10}"
61,79112,neighborhood,0,191,20,0,154,57,211,0.7299,1924,0.0,0.13749611,"{'t1969': 189, 't2010-19': 2, 't1980-89': 19, 't1970-79': 1}","{'a75': 1, 'a50': 7, 'a25': 104, 'a125': 99}"
62,105006,neighborhood,0,10,0,0,6,4,10,0.6,1954,1264.6,0.16900024,{'t1969': 10},"{'a25': 7, 'a125': 3}"
63,130116,neighborhood,0,17,0,0,14,3,17,0.8235,2006,7297.4,0.5714295,"{'t2010-19': 3, 't2000-09': 14}","{'a1': 1, 'a75': 15, 'a50': 1}"
64,135355,neighborhood,0,12,0,0,12,1,13,0.9231,1954,1466.0769,0.20013557,{'t1969': 13},{'a25': 13}
65,194422,neighborhood,0,10,2,0,9,3,12,0.75,1988,1231.0,0.04454041,"{'t1990-99': 2, 't1980-89': 10}",{'a125': 12}
66,180229,neighborhood,0,352,0,0,303,49,352,0.8608,1994,2141.6072,0.28235018,"{'t2000-09': 10, 't1980-89': 44, 't1990-99': 298}","{'a1': 1, 'a75': 6, 'a50': 197, 'a25': 148}"
67,82505,neighborhood,0,1,0,0,0,1,1,0.0,1950,2191.0,6.52,{'t1969': 1},{'a3': 1}
68,131953,neighborhood,0,10,0,0,8,4,12,0.6667,1969,1688.3334,0.24231686,"{'t1969': 6, 't1980-89': 1, 't1970-79': 5}","{'a50': 4, 'a25': 8}"
69,99660,neighborhood,0,4,0,0,0,4,4,0.0,1897,1483.5,0.06584641,{'t1969': 4},{'a125': 4}
70,98931,neighborhood,83,47,0,0,42,88,130,0.3231,1904,1091.9788,0.073064014,"{'t1969': 129, 't2000-09': 1}",{'a125': 130}
71,78339,neighborhood,0,1,0,0,1,0,1,1.0,1964,1025.0,0.069008745,{'t1969': 1},{'a125': 1}
72,85962,neighborhood,0,1,0,0,1,0,1,1.0,1975,2325.0,0.22959296,{'t1970-79': 1},{'a25': 1}
73,92919,neighborhood,0,360,0,0,267,98,365,0.7315,2002,2069.2458,0.1876081,"{'t1990-99': 2, 't1980-89': 3, 't2010-19': 1, 't1969': 7, 't2000-09': 349, 't1970-79': 3}","{'a125': 2, 'a75': 1, 'a50': 19, 'a25': 331, 'a1': 12}"
74,96816,neighborhood,0,79,0,2,51,34,85,0.6,1970,2479.5542,0.22046387,"{'t1969': 55, 't2010-19': 22, 't2000-09': 8}","{'a75': 1, 'a50': 21, 'a25': 63}"
75,95150,neighborhood,2,1703,234,0,1610,329,1939,0.8303,1991,1884.7609,0.48571885,"{'t1990-99': 686, 't1980-89': 812, 't2010-19': 20, 't1969': 1, 't2000-09': 299, 't1970-79': 121}","{'a125': 239, 'a75': 30, 'a50': 473, 'a25': 1027, 'a3': 119, 'a1': 25, 'a2': 26}"
76,86240,neighborhood,0,0,114,0,86,28,114,0.7544,1963,1110.1193,3.618066,{'t1969': 114},{'a3': 114}
77,96492,neighborhood,0,65,0,0,62,3,65,0.9538,1970,2551.9534,0.54864395,"{'t1990-99': 6, 't1980-89': 3, 't1969': 46, 't2000-09': 1, 't1970-79': 9}","{'a75': 2, 'a50': 56, 'a25': 1, 'a3': 1, 'a1': 3, 'a2': 2}"
78,146209,neighborhood,0,61,0,0,41,20,61,0.6721,1997,1856.0333,0.13880067,"{'t1969': 1, 't1990-99': 60}","{'a50': 1, 'a25': 41, 'a125': 19}"
79,157072,neighborhood,0,65,0,0,51,14,65,0.7846,2007,1964.8308,0.20276082,"{'t2010-19': 13, 't2000-09': 52}","{'a50': 15, 'a25': 50}"
80,77286,neighborhood,1,463,463,3,855,75,930,0.9194,1981,1799.5638,0.34522876,"{'t1990-99': 205, 't1980-89': 135, 't2010-19': 4, 't1969': 188, 't2000-09': 185, 't1970-79': 213}","{'a125': 462, 'a75': 104, 'a50': 170, 'a25': 84, 'a3': 11, 'a1': 57, 'a2': 42}"
81,165866,neighborhood,0,9,0,0,9,1,10,0.9,1961,2580.7778,0.27000645,{'t1969': 10},{'a50': 10}
82,95925,neighborhood,0,171,1,0,151,21,172,0.8779,1968,1554.3663,0.2586111,"{'t1969': 131, 't2000-09': 3, 't1970-79': 38}","{'a75': 1, 'a50': 102, 'a25': 69}"
83,81614,neighborhood,0,44,0,0,40,4,44,0.9091,1982,3976.682,0.4102544,"{'t2000-09': 1, 't1980-89': 43}","{'a75': 4, 'a50': 39, 'a2': 1}"
84,76395,neighborhood,0,50,0,0,46,4,50,0.92,1964,2041.6,0.34995946,"{'t1969': 47, 't1990-99': 1, 't1970-79': 2}","{'a1': 2, 'a75': 3, 'a50': 44, 'a25': 1}"
85,91253,neighborhood,35,45,248,0,182,156,338,0.5385,1910,1580.9492,0.037246294,"{'t1990-99': 2, 't1980-89': 33, 't1969': 295, 't2000-09': 1, 't1970-79': 7}","{'a25': 2, 'a125': 336}"
86,132682,neighborhood,0,1,0,0,1,0,1,1.0,1996,1480.0,0.10739285,{'t1990-99': 1},{'a125': 1}
87,79725,neighborhood,0,238,0,0,238,0,238,1.0,1995,2558.1855,0.19699141,"{'t2000-09': 17, 't1990-99': 221}","{'a50': 56, 'a25': 143, 'a125': 39}"
88,106843,neighborhood,0,3,0,0,3,0,3,1.0,1991,1828.3334,0.21774715,{'t1990-99': 3},{'a25': 3}
89,87131,neighborhood,0,69,0,0,64,5,69,0.9275,1991,2211.5652,0.2900451,"{'t1990-99': 27, 't1980-89': 12, 't2010-19': 1, 't1969': 5, 't2000-09': 24}","{'a75': 6, 'a50': 21, 'a2': 1, 'a25': 41}"
90,100551,neighborhood,0,43,0,0,38,6,44,0.8636,1975,4193.0,1.1262316,"{'t1990-99': 5, 't1980-89': 2, 't2010-19': 1, 't1969': 21, 't2000-09': 5, 't1970-79': 10}","{'a75': 2, 'a50': 1, 'a3': 2, 'a1': 12, 'a2': 27}"
91,140250,neighborhood,0,0,4,0,0,4,4,0.0,2004,0.0,0.019645452,{'t2000-09': 4},{'a125': 4}
92,179069,neighborhood,0,11,0,1,11,3,14,0.7857,1997,1856.5834,0.2878578,"{'t1990-99': 2, 't1980-89': 2, 't2010-19': 1, 't1969': 1, 't2000-09': 8}","{'a50': 13, 'a25': 1}"
93,178222,neighborhood,110,1179,0,0,1077,212,1289,0.8355,1930,1516.8185,0.10282976,"{'t1990-99': 1, 't1980-89': 1, 't2010-19': 1, 't1969': 1285, 't2000-09': 1}","{'a50': 3, 'a25': 176, 'a125': 1110}"
94,131458,neighborhood,0,4,0,0,4,0,4,1.0,1998,3940.0,0.8695359,"{'t2000-09': 2, 't1990-99': 2}","{'a1': 2, 'a75': 1, 'a2': 1}"
95,141754,neighborhood,0,108,9,0,86,31,117,0.735,1974,2335.563,0.2488115,"{'t1980-89': 9, 't1990-99': 7, 't1970-79': 101}","{'a50': 66, 'a25': 39, 'a125': 12}"
96,131296,neighborhood,47,6,5,0,49,9,58,0.8448,1983,1746.3214,0.1314114,{'t1980-89': 58},"{'a50': 2, 'a25': 21, 'a125': 35}"
97,83685,neighborhood,0,62,0,0,56,6,62,0.9032,1964,2804.2903,0.3460649,"{'t1969': 48, 't1970-79': 14}","{'a50': 60, 'a25': 2}"
98,104728,neighborhood,0,1,0,0,1,0,1,1.0,1978,1523.0,1.14,{'t1970-79': 1},{'a2': 1}
99,120810,neighborhood,0,22,0,0,18,5,23,0.7826,1999,1306.3043,0.15286767,"{'t2010-19': 8, 't2000-09': 4, 't1990-99': 2, 't1980-89': 9}",{'a25': 23}
0,31871,zip,0,12,0,0,9,3,12,0.75,1933,1517.0,1.2090594,"{'t1969': 11, 't2000-09': 1}","{'a50': 4, 'a25': 3, 'a3': 2, 'a1': 1, 'a2': 2}"
