,geo_id,geo_type,multi,single,condo,land,owner,rental,total_units,owner_pct,house_age_avg,sqft_avg,lot_size_avg,house_age,lot_size
1,20599,zip,1,1239,21,4,859,406,1265,0.6791,1982,1820.2297,3.296408,"{'t1990-99': 262, 't1980-89': 201, 't2010-19': 22, 't1969': 296, 't2000-09': 299, 't1970-79': 185}","{'a125': 35, 'a75': 169, 'a50': 307, 'a25': 57, 'a3': 310, 'a1': 147, 'a2': 240}"
2,63856,zip,0,16,0,0,12,4,16,0.75,1945,2036.5625,9.83675,"{'t1969': 11, 't2000-09': 1, 't1980-89': 1, 't1970-79': 3}","{'a3': 10, 'a50': 2, 'a2': 1, 'a25': 3}"
3,69962,zip,0,3,0,0,1,2,3,0.3333,1969,1864.3334,1.8266667,"{'t1969': 2, 't1990-99': 1}","{'a1': 1, 'a3': 1, 'a2': 1}"
4,58277,zip,36,810,107,39,496,577,1073,0.4623,1948,1289.9678,0.17872694,"{'t1990-99': 18, 't1980-89': 5, 't2010-19': 63, 't1969': 817, 't2000-09': 169, 't1970-79': 1}","{'a125': 335, 'a75': 16, 'a50': 35, 'a25': 637, 'a1': 50}"
5,43047,zip,1,181,0,2,109,75,184,0.5924,1977,1710.0879,16.766468,"{'t1990-99': 30, 't1980-89': 15, 't2010-19': 3, 't1969': 56, 't2000-09': 42, 't1970-79': 38}","{'a75': 11, 'a50': 6, 'a25': 2, 'a3': 126, 'a1': 21, 'a2': 18}"
6,34151,zip,0,3627,139,0,2038,1728,3766,0.5412,1933,2312.6187,0.17140439,"{'t1990-99': 65, 't1980-89': 7, 't2010-19': 42, 't1969': 3494, 't2000-09': 134, 't1970-79': 24}","{'a125': 1661, 'a75': 101, 'a50': 277, 'a25': 1691, 'a3': 3, 'a1': 17, 'a2': 16}"
7,12818,zip,0,81,0,1,55,29,84,0.6548,1950,3018.25,6.473016,"{'t1990-99': 9, 't1980-89': 17, 't2010-19': 3, 't1969': 37, 't2000-09': 10, 't1970-79': 8}","{'a125': 1, 'a75': 6, 'a50': 7, 'a25': 4, 'a3': 50, 'a1': 1, 'a2': 15}"
8,35927,zip,38,829,0,6,602,271,873,0.6896,1930,1410.9001,0.89822775,"{'t1990-99': 13, 't1980-89': 27, 't1969': 774, 't2000-09': 16, 't1970-79': 43}","{'a125': 187, 'a75': 87, 'a50': 119, 'a25': 330, 'a3': 35, 'a1': 57, 'a2': 58}"
9,46489,zip,0,920,118,14,958,94,1052,0.9106,1974,3418.9797,0.84064007,"{'t1990-99': 130, 't1980-89': 267, 't2010-19': 13, 't1969': 397, 't2000-09': 99, 't1970-79': 146}","{'a125': 68, 'a75': 153, 'a50': 265, 'a25': 168, 'a3': 46, 'a1': 167, 'a2': 185}"
10,32519,zip,1,387,16,0,350,54,404,0.8663,1974,2057.309,1.5356699,"{'t1990-99': 38, 't1980-89': 16, 't2010-19': 70, 't1969': 166, 't2000-09': 93, 't1970-79': 21}","{'a125': 21, 'a75': 28, 'a50': 36, 'a25': 124, 'a3': 112, 'a1': 31, 'a2': 52}"
11,62365,zip,43,2335,162,120,2162,499,2661,0.8125,1954,1791.562,0.18446945,"{'t1990-99': 48, 't1980-89': 216, 't2010-19': 18, 't1969': 2164, 't2000-09': 74, 't1970-79': 141}","{'a125': 337, 'a75': 6, 'a50': 205, 'a25': 2102, 'a3': 1, 'a1': 3, 'a2': 7}"
12,33558,zip,0,12,0,0,8,5,13,0.6154,1991,1645.25,13.883845,"{'t1990-99': 2, 't1980-89': 1, 't1969': 2, 't2000-09': 7, 't1970-79': 1}","{'a3': 12, 'a2': 1}"
13,40596,zip,0,1,0,0,1,0,1,1.0,0,1400.0,11.48,{'t1969': 1},{'a3': 1}
14,22593,zip,0,413,0,9,299,125,424,0.7052,1975,1426.6487,4.10682,"{'t1990-99': 63, 't1980-89': 38, 't2010-19': 8, 't1969': 155, 't2000-09': 94, 't1970-79': 66}","{'a125': 4, 'a75': 87, 'a50': 95, 'a25': 36, 'a3': 98, 'a1': 54, 'a2': 50}"
15,9835,zip,2,162,0,0,119,47,166,0.7169,1926,1563.125,0.19170365,"{'t1990-99': 1, 't1980-89': 1, 't1969': 157, 't2000-09': 1, 't1970-79': 6}","{'a125': 62, 'a75': 2, 'a50': 35, 'a25': 65, 'a1': 1, 'a2': 1}"
16,67814,zip,11,3804,1210,1,4075,956,5031,0.81,1975,1706.1996,0.55267245,"{'t1990-99': 1417, 't1980-89': 852, 't2010-19': 28, 't1969': 1965, 't2000-09': 234, 't1970-79': 535}","{'a125': 726, 'a75': 156, 'a50': 549, 'a25': 2717, 'a3': 390, 'a1': 170, 'a2': 323}"
17,7340,zip,0,102,0,0,66,36,102,0.6471,1974,1636.4902,2.7178888,"{'t1990-99': 13, 't1980-89': 17, 't2010-19': 7, 't1969': 30, 't2000-09': 26, 't1970-79': 9}","{'a125': 1, 'a75': 11, 'a50': 6, 'a25': 7, 'a3': 34, 'a1': 11, 'a2': 32}"
18,45265,zip,0,1,0,0,1,0,1,1.0,1962,2644.0,10.0,{'t1969': 1},{'a3': 1}
19,48853,zip,0,1,0,0,1,0,1,1.0,1974,3730.0,1.64,{'t1970-79': 1},{'a2': 1}
20,71918,zip,1,549,26,5,324,272,596,0.5436,1994,2003.6655,0.78149575,"{'t1990-99': 172, 't1980-89': 92, 't2010-19': 16, 't1969': 16, 't2000-09': 230, 't1970-79': 70}","{'a125': 24, 'a75': 157, 'a50': 182, 'a25': 40, 'a3': 36, 'a1': 57, 'a2': 100}"
21,13775,zip,1,2024,1793,5,3434,451,3885,0.8839,2002,3233.8765,0.24653058,"{'t1990-99': 994, 't1980-89': 1, 't2010-19': 553, 't1969': 20, 't2000-09': 2313, 't1970-79': 4}","{'a125': 1913, 'a75': 208, 'a50': 393, 'a25': 1249, 'a3': 90, 'a1': 21, 'a2': 11}"
22,47410,zip,0,1,0,0,1,0,1,1.0,1997,4322.0,28.57,{'t1990-99': 1},{'a3': 1}
23,8269,zip,4,176,0,1,120,61,181,0.663,1954,1927.6777,4.4516172,"{'t1990-99': 24, 't1980-89': 20, 't2010-19': 11, 't1969': 73, 't2000-09': 44, 't1970-79': 9}","{'a75': 13, 'a50': 25, 'a25': 9, 'a3': 83, 'a1': 20, 'a2': 31}"
24,61659,zip,0,1,0,0,0,1,1,0.0,1966,2606.0,0.28299093,{'t1969': 1},{'a50': 1}
25,36079,zip,0,2345,26,0,2056,315,2371,0.8671,1975,2816.19,0.46021196,"{'t1990-99': 350, 't1980-89': 315, 't2010-19': 39, 't1969': 748, 't2000-09': 176, 't1970-79': 743}","{'a125': 58, 'a75': 227, 'a50': 1472, 'a25': 392, 'a3': 30, 'a1': 105, 'a2': 87}"
26,4398,zip,12,1353,30,4,2054,143,2197,0.9349,1962,652.2535,0.4738718,"{'t1990-99': 147, 't1980-89': 92, 't2010-19': 133, 't1969': 1557, 't2000-09': 119, 't1970-79': 143, 't2020-29': 6}","{'a125': 329, 'a75': 134, 'a50': 479, 'a25': 774, 'a3': 18, 'a1': 303, 'a2': 160}"
27,876,zip,86,1708,0,0,1661,133,1794,0.9259,1922,2081.7563,0.13136797,"{'t1990-99': 5, 't1980-89': 5, 't2010-19': 14, 't1969': 1758, 't2000-09': 6, 't1970-79': 6}","{'a75': 3, 'a50': 65, 'a25': 608, 'a125': 1118}"
28,42190,zip,0,13,0,0,6,11,17,0.3529,1979,1522.5,4.585295,"{'t1969': 4, 't2000-09': 3, 't1990-99': 5, 't1970-79': 5}","{'a75': 1, 'a25': 1, 'a3': 12, 'a1': 2, 'a2': 1}"
29,61317,zip,0,25,0,0,16,11,27,0.5926,1997,1803.8077,0.5062991,"{'t1990-99': 2, 't1980-89': 4, 't2010-19': 10, 't1969': 2, 't2000-09': 6, 't1970-79': 3}","{'a125': 1, 'a75': 1, 'a50': 17, 'a25': 4, 'a3': 1, 'a1': 1, 'a2': 2}"
30,68473,zip,32,2940,184,1,2590,573,3163,0.8188,1959,1486.0673,0.15015024,"{'t1990-99': 12, 't1980-89': 122, 't2010-19': 12, 't1969': 2686, 't2000-09': 127, 't1970-79': 204}","{'a75': 7, 'a50': 108, 'a25': 2549, 'a125': 499}"
31,68578,zip,3,4630,547,2,3336,1849,5185,0.6434,1979,1771.6652,0.10112348,"{'t1990-99': 319, 't1980-89': 1035, 't2010-19': 52, 't1969': 1047, 't2000-09': 819, 't1970-79': 1913}","{'a50': 15, 'a25': 1974, 'a125': 3196}"
32,37395,zip,0,4,0,0,4,0,4,1.0,0,1789.0,82.7275,{'t1969': 4},"{'a3': 3, 'a2': 1}"
33,34763,zip,0,2015,11,0,1622,467,2089,0.7764,1949,1832.4897,1.3974044,"{'t1990-99': 154, 't1980-89': 69, 't2010-19': 12, 't1969': 1601, 't2000-09': 108, 't1970-79': 145}","{'a125': 177, 'a75': 104, 'a50': 400, 'a25': 886, 'a3': 234, 'a1': 100, 'a2': 188}"
34,9703,zip,28,3448,207,9,3112,624,3736,0.833,1953,1750.807,1.2584597,"{'t1990-99': 242, 't1980-89': 207, 't2010-19': 67, 't1969': 2448, 't2000-09': 407, 't1970-79': 365}","{'a125': 756, 'a75': 324, 'a50': 954, 'a25': 929, 'a3': 265, 'a1': 223, 'a2': 285}"
35,48067,zip,0,114,0,1,102,13,115,0.887,1948,1888.7388,9.306042,"{'t1990-99': 15, 't1980-89': 10, 't2010-19': 1, 't1969': 61, 't2000-09': 16, 't1970-79': 12}","{'a75': 3, 'a50': 10, 'a25': 10, 'a3': 69, 'a1': 15, 'a2': 8}"
36,5610,zip,0,0,25,0,11,14,25,0.44,2009,982.0,0.32300502,"{'t2000-09': 5, 't2010-19': 20}","{'a50': 20, 'a125': 5}"
37,21893,zip,0,4814,48,127,4285,736,5021,0.8534,1998,2931.3008,1.5266907,"{'t1990-99': 865, 't1980-89': 414, 't2010-19': 269, 't1969': 249, 't2000-09': 3063, 't1970-79': 161}","{'a125': 99, 'a75': 655, 'a50': 1058, 'a25': 1175, 'a3': 874, 'a1': 472, 'a2': 688}"
38,14455,zip,2,2523,1087,17,3308,367,3675,0.9001,1985,2678.2815,0.3562786,"{'t1990-99': 1000, 't1980-89': 833, 't2010-19': 380, 't1969': 724, 't2000-09': 681, 't1970-79': 57}","{'a125': 1121, 'a75': 358, 'a50': 1441, 'a25': 510, 'a3': 40, 'a1': 102, 'a2': 103}"
39,51702,zip,0,2,0,0,0,2,2,0.0,1925,1558.5,0.5539524,{'t1969': 2},{'a75': 2}
40,11731,zip,1,138,4,6,123,28,151,0.8146,1953,1919.5,5.6149683,"{'t1990-99': 13, 't1980-89': 13, 't2010-19': 2, 't1969': 81, 't2000-09': 17, 't1970-79': 25}","{'a125': 4, 'a75': 14, 'a50': 13, 'a25': 8, 'a3': 66, 'a1': 17, 'a2': 29}"
41,9350,zip,0,2,0,0,2,0,2,1.0,1965,1350.0,81.61,"{'t1969': 1, 't1990-99': 1}",{'a3': 2}
42,23305,zip,0,2,0,0,0,2,2,0.0,1924,1253.0,28.879995,{'t1969': 2},"{'a3': 1, 'a50': 1}"
43,14586,zip,0,3,17,0,17,4,21,0.8095,1919,953.25,0.039187603,{'t1969': 21},"{'a25': 1, 'a125': 20}"
44,59072,zip,73,865,1,11,652,333,985,0.6619,1965,1272.03,0.16395505,"{'t1990-99': 5, 't1980-89': 39, 't2010-19': 53, 't1969': 622, 't2000-09': 225, 't1970-79': 41}","{'a75': 1, 'a50': 48, 'a25': 897, 'a125': 39}"
45,1547,zip,2,445,4,3,234,221,455,0.5143,1978,1984.0494,3.4331143,"{'t1990-99': 46, 't1980-89': 133, 't2010-19': 7, 't1969': 69, 't2000-09': 132, 't1970-79': 68}","{'a125': 7, 'a75': 17, 'a50': 54, 'a25': 23, 'a3': 133, 'a1': 47, 'a2': 174}"
46,46077,zip,0,357,1,0,308,50,358,0.8603,1976,1783.7107,5991.492,"{'t1990-99': 44, 't1980-89': 50, 't2010-19': 3, 't1969': 121, 't2000-09': 64, 't1970-79': 76}","{'a125': 1, 'a75': 10, 'a50': 42, 'a25': 36, 'a3': 197, 'a1': 43, 'a2': 29}"
47,14260,zip,0,49,0,2,34,17,51,0.6667,1969,2127.2188,0.68523914,"{'t1990-99': 7, 't1980-89': 2, 't2010-19': 2, 't1969': 22, 't2000-09': 10, 't1970-79': 8}","{'a75': 12, 'a50': 21, 'a25': 2, 'a3': 2, 'a1': 9, 'a2': 5}"
48,62041,zip,0,40,0,0,31,15,46,0.6739,1975,1568.8667,3.008985,"{'t1990-99': 4, 't1980-89': 3, 't2010-19': 1, 't1969': 21, 't2000-09': 15, 't1970-79': 2}","{'a125': 1, 'a75': 4, 'a50': 17, 'a25': 10, 'a3': 11, 'a2': 3}"
49,65075,zip,7,4152,3628,0,5082,2706,7788,0.6525,1973,1710.5244,0.1516498,"{'t1990-99': 573, 't1980-89': 1222, 't2010-19': 156, 't1969': 3650, 't2000-09': 1093, 't1970-79': 1094}","{'a125': 3713, 'a75': 123, 'a50': 579, 'a25': 3221, 'a3': 23, 'a1': 66, 'a2': 63}"
50,47973,zip,0,5,0,0,4,1,5,0.8,1950,1090.0,0.38235924,"{'t1969': 4, 't1990-99': 1}","{'a2': 1, 'a25': 3, 'a125': 1}"
51,13124,zip,5,481,2782,1,3246,363,3609,0.8994,1967,1370.0311,0.07190046,"{'t1990-99': 77, 't1980-89': 138, 't2010-19': 3, 't1969': 2005, 't2000-09': 15, 't1970-79': 1371}","{'a125': 3211, 'a75': 14, 'a50': 53, 'a25': 327, 'a3': 1, 'a1': 2, 'a2': 1}"
52,55842,zip,0,183,0,0,100,85,185,0.5405,1970,1432.9838,0.5770566,"{'t1980-89': 6, 't2010-19': 9, 't1969': 121, 't2000-09': 29, 't1970-79': 20}","{'a125': 7, 'a75': 13, 'a50': 60, 'a25': 72, 'a3': 13, 'a1': 12, 'a2': 8}"
53,20517,zip,2,2926,30,4,2013,957,2970,0.6778,1968,1843.9642,0.9584169,"{'t1990-99': 288, 't1980-89': 174, 't2010-19': 74, 't1969': 1566, 't2000-09': 657, 't1970-79': 211}","{'a125': 76, 'a75': 529, 'a50': 1043, 'a25': 609, 'a3': 193, 'a1': 261, 'a2': 259}"
54,19907,zip,2,4437,480,7,4321,605,4926,0.8772,1983,2753.9368,0.76884544,"{'t1990-99': 693, 't1980-89': 1581, 't2010-19': 160, 't1969': 623, 't2000-09': 460, 't1970-79': 1409}","{'a125': 288, 'a75': 910, 'a50': 2717, 'a25': 316, 'a3': 262, 'a1': 235, 'a2': 198}"
55,62773,zip,0,699,4,7,569,145,714,0.7969,1955,1965.2983,1.3608276,"{'t1990-99': 63, 't1980-89': 27, 't2010-19': 2, 't1969': 416, 't2000-09': 88, 't1970-79': 118}","{'a125': 36, 'a75': 14, 'a50': 85, 'a25': 472, 'a3': 61, 'a1': 7, 'a2': 39}"
56,5779,zip,181,1177,57,2,922,495,1417,0.6507,1947,1760.9202,0.060588453,"{'t1990-99': 15, 't1980-89': 11, 't2010-19': 12, 't1969': 1321, 't2000-09': 40, 't1970-79': 18}","{'a50': 2, 'a25': 44, 'a125': 1371}"
57,34450,zip,0,2158,11,0,1748,690,2438,0.717,1973,2236.7358,1.2840912,"{'t1990-99': 459, 't1980-89': 236, 't2010-19': 80, 't1969': 857, 't2000-09': 446, 't1970-79': 360}","{'a125': 249, 'a75': 222, 'a50': 655, 'a25': 679, 'a3': 307, 'a1': 120, 'a2': 206}"
58,203,zip,210,2127,0,1,1924,414,2338,0.8229,1925,2689.8499,0.16849518,"{'t1990-99': 11, 't1980-89': 20, 't2010-19': 4, 't1969': 2206, 't2000-09': 35, 't1970-79': 62}","{'a125': 929, 'a75': 19, 'a50': 176, 'a25': 1197, 'a3': 1, 'a1': 7, 'a2': 9}"
59,23028,zip,1,67,6,1,39,37,76,0.5132,1958,1418.2122,0.48552763,"{'t1990-99': 1, 't1980-89': 4, 't1969': 52, 't2000-09': 5, 't1970-79': 14}","{'a125': 3, 'a75': 14, 'a50': 34, 'a25': 15, 'a3': 1, 'a1': 3, 'a2': 6}"
60,18566,zip,0,28,0,1,20,10,30,0.6667,1965,1591.1724,5.5268664,"{'t1990-99': 4, 't1980-89': 3, 't2010-19': 1, 't1969': 13, 't2000-09': 5, 't1970-79': 4}","{'a125': 1, 'a75': 3, 'a50': 1, 'a3': 14, 'a1': 4, 'a2': 7}"
61,71199,zip,0,2710,9,0,1955,979,2934,0.6663,1964,2470.9075,0.18191275,"{'t1990-99': 161, 't1980-89': 144, 't2010-19': 252, 't1969': 1968, 't2000-09': 253, 't1970-79': 153, 't2020-29': 3}","{'a125': 1131, 'a75': 33, 'a50': 435, 'a25': 1315, 'a3': 4, 'a1': 9, 'a2': 7}"
62,38938,zip,0,19,0,0,14,5,19,0.7368,1931,1164.7368,0.15411517,"{'t1969': 18, 't1990-99': 1}","{'a50': 1, 'a25': 12, 'a125': 6}"
63,36802,zip,0,20,0,0,16,4,20,0.8,1963,1523.55,4.9411507,"{'t1969': 7, 't2000-09': 1, 't1990-99': 9, 't1970-79': 3}","{'a1': 1, 'a3': 16, 'a50': 1, 'a2': 2}"
64,59461,zip,0,42,0,2,30,14,44,0.6818,1975,1853.5238,10.61107,"{'t1990-99': 5, 't1980-89': 8, 't2010-19': 2, 't1969': 14, 't2000-09': 10, 't1970-79': 5}","{'a125': 1, 'a75': 3, 'a50': 10, 'a25': 8, 'a3': 15, 'a1': 2, 'a2': 5}"
65,13165,zip,0,1,0,0,1,0,1,1.0,1991,1754.0,1.0,{'t1990-99': 1},{'a1': 1}
66,41823,zip,28,1508,167,1,1606,99,1705,0.9419,1959,2248.921,0.38732472,"{'t1990-99': 98, 't1980-89': 168, 't2010-19': 23, 't1969': 1090, 't2000-09': 86, 't1970-79': 240}","{'a125': 236, 'a75': 107, 'a50': 456, 'a25': 775, 'a3': 49, 'a1': 42, 'a2': 40}"
67,39168,zip,0,6,0,0,4,2,6,0.6667,1916,1213.0,0.3864428,"{'t1969': 5, 't1990-99': 1}","{'a75': 3, 'a50': 1, 'a25': 2}"
68,35012,zip,0,8,0,0,7,1,8,0.875,1982,1685.625,1.680114,"{'t1969': 2, 't2000-09': 3, 't1990-99': 3}","{'a3': 2, 'a50': 1, 'a2': 5}"
69,35140,zip,0,54,1,0,28,27,55,0.5091,1944,1745.8182,0.30072713,"{'t1990-99': 6, 't1980-89': 1, 't1969': 45, 't2000-09': 2, 't1970-79': 1}","{'a125': 1, 'a75': 4, 'a50': 16, 'a25': 32, 'a1': 1, 'a2': 1}"
70,70642,zip,1,14,0,0,6,9,15,0.4,1987,2050.8,3.2366664,"{'t1990-99': 3, 't1980-89': 1, 't2010-19': 1, 't1969': 2, 't2000-09': 5, 't1970-79': 3}","{'a3': 7, 'a50': 3, 'a2': 5}"
71,35180,zip,0,124,0,0,93,40,133,0.6992,1958,1923.3561,4.0873017,"{'t1990-99': 20, 't1980-89': 6, 't2010-19': 5, 't1969': 74, 't2000-09': 18, 't1970-79': 10}","{'a125': 16, 'a75': 8, 'a50': 24, 'a25': 26, 'a3': 32, 'a1': 12, 'a2': 15}"
72,71633,zip,3,324,3,0,287,44,331,0.8671,1978,1894.296,0.4736936,"{'t1990-99': 63, 't1980-89': 22, 't2010-19': 5, 't1969': 106, 't2000-09': 78, 't1970-79': 57}","{'a125': 11, 'a75': 13, 'a50': 108, 'a25': 185, 'a3': 6, 'a1': 7, 'a2': 1}"
73,28249,zip,1,849,1,29,698,196,894,0.7808,1976,1897.3143,10.754874,"{'t1990-99': 167, 't1980-89': 90, 't2010-19': 27, 't1969': 317, 't2000-09': 190, 't1970-79': 103}","{'a125': 2, 'a75': 77, 'a50': 165, 'a25': 26, 'a3': 399, 'a1': 63, 'a2': 162}"
74,24734,zip,1,3644,2,17,2837,925,3762,0.7541,1998,2433.8562,0.21806835,"{'t1990-99': 312, 't1980-89': 350, 't2010-19': 592, 't1969': 154, 't2000-09': 1930, 't1970-79': 424}","{'a125': 420, 'a75': 61, 'a50': 837, 'a25': 2428, 'a3': 2, 'a1': 10, 'a2': 4}"
75,49188,zip,3,2646,13,0,883,1779,2662,0.3317,1953,1075.3759,0.22085926,"{'t1990-99': 8, 't1980-89': 18, 't1969': 2577, 't2000-09': 12, 't1970-79': 47}","{'a125': 23, 'a75': 49, 'a50': 322, 'a25': 2225, 'a3': 10, 'a1': 16, 'a2': 17}"
76,42800,zip,0,4,0,0,4,1,5,0.8,1903,1306.6,38.666,{'t1969': 5},"{'a3': 4, 'a2': 1}"
77,19616,zip,0,29,0,0,10,19,29,0.3448,1990,1741.2759,0.22194669,"{'t1990-99': 6, 't1980-89': 8, 't1969': 1, 't2000-09': 9, 't1970-79': 5}","{'a50': 3, 'a2': 1, 'a25': 16, 'a125': 9}"
78,12180,zip,1,21,0,0,16,6,22,0.7273,1962,1708.1765,5.103183,"{'t1969': 6, 't2000-09': 5, 't1980-89': 4, 't1970-79': 7}","{'a125': 1, 'a75': 6, 'a50': 2, 'a25': 2, 'a3': 5, 'a2': 6}"
79,10625,zip,0,6,0,0,6,0,6,1.0,0,3543.0,0.7630601,{'t1969': 6},"{'a1': 3, 'a75': 3}"
80,11788,zip,0,1,0,0,1,0,1,1.0,1920,3332.0,0.40000278,{'t1969': 1},{'a50': 1}
81,19425,zip,0,31,0,0,18,14,32,0.5625,1964,2031.8125,1.5420852,"{'t1990-99': 2, 't1980-89': 6, 't1969': 17, 't2000-09': 4, 't1970-79': 3}","{'a75': 7, 'a50': 9, 'a25': 3, 'a3': 3, 'a1': 5, 'a2': 5}"
82,15486,zip,0,68,0,1,58,14,72,0.8056,1974,1819.3492,4.1108193,"{'t1990-99': 13, 't1980-89': 3, 't2010-19': 1, 't1969': 28, 't2000-09': 14, 't1970-79': 13}","{'a75': 1, 'a50': 1, 'a3': 56, 'a1': 3, 'a2': 11}"
83,56182,zip,0,100,1,0,58,49,107,0.5421,1993,1819.8599,30.958038,"{'t1990-99': 45, 't1980-89': 15, 't2010-19': 2, 't1969': 3, 't2000-09': 32, 't1970-79': 10}","{'a75': 3, 'a50': 3, 'a25': 2, 'a3': 86, 'a1': 3, 'a2': 10}"
84,54223,zip,0,4,0,0,2,2,4,0.5,1994,1306.0,6.2025003,"{'t1969': 1, 't2000-09': 2, 't1970-79': 1}","{'a1': 2, 'a3': 2}"
85,1893,zip,2,360,0,3,362,5,367,0.9864,1967,1872.1543,3.7176034,"{'t1990-99': 44, 't1980-89': 103, 't2010-19': 9, 't1969': 97, 't2000-09': 71, 't1970-79': 43}","{'a125': 4, 'a75': 42, 'a50': 57, 'a25': 7, 'a3': 85, 'a1': 88, 'a2': 84}"
86,64974,zip,0,262,12,1,201,74,275,0.7309,2000,2127.8572,0.3170923,"{'t1990-99': 95, 't1980-89': 13, 't2010-19': 38, 't1969': 4, 't2000-09': 119, 't1970-79': 6}","{'a125': 57, 'a75': 7, 'a50': 66, 'a25': 118, 'a3': 3, 'a1': 11, 'a2': 13}"
87,55634,zip,0,25,0,0,18,7,25,0.72,1999,1970.76,11.707602,"{'t1990-99': 2, 't1980-89': 2, 't2010-19': 5, 't1969': 1, 't2000-09': 14, 't1970-79': 1}","{'a1': 2, 'a75': 1, 'a3': 20, 'a2': 2}"
88,46675,zip,119,327,1424,2,1397,475,1872,0.7463,1941,941.34894,0.26644272,"{'t1990-99': 37, 't1980-89': 5, 't2010-19': 2, 't1969': 1524, 't2000-09': 120, 't1970-79': 184}","{'a125': 432, 'a75': 157, 'a50': 384, 'a25': 817, 'a1': 63, 'a2': 19}"
89,53080,zip,0,8,0,0,4,4,8,0.5,1935,1428.75,0.83943737,"{'t1969': 5, 't1980-89': 2, 't1970-79': 1}","{'a75': 3, 'a3': 1, 'a50': 2, 'a25': 2}"
90,69462,zip,3,7193,597,4,6914,885,7799,0.8865,1976,2196.413,0.26062617,"{'t1990-99': 874, 't1980-89': 1427, 't2010-19': 173, 't1969': 2735, 't2000-09': 302, 't1970-79': 2288}","{'a125': 1267, 'a75': 280, 'a50': 1087, 'a25': 5018, 'a3': 50, 'a1': 59, 'a2': 38}"
91,938,zip,3,2992,129,7,2760,371,3131,0.8815,1965,2847.5312,1.1237668,"{'t1990-99': 295, 't1980-89': 639, 't2010-19': 98, 't1969': 1218, 't2000-09': 193, 't1970-79': 687, 't2020-29': 1}","{'a125': 193, 'a75': 307, 'a50': 325, 'a25': 128, 'a3': 270, 'a1': 1011, 'a2': 897}"
92,62444,zip,0,1891,92,6,1815,174,1989,0.9125,1980,2817.384,0.1948197,"{'t1990-99': 408, 't1980-89': 178, 't2010-19': 140, 't1969': 571, 't2000-09': 110, 't1970-79': 582}","{'a125': 239, 'a75': 5, 'a50': 328, 'a25': 1416, 'a1': 1}"
93,6758,zip,0,1,0,0,1,0,1,1.0,1889,1676.0,0.5500038,{'t1969': 1},{'a75': 1}
94,59750,zip,0,24,0,7,26,6,32,0.8125,1994,2036.76,37.160805,"{'t1990-99': 5, 't1980-89': 5, 't2010-19': 2, 't1969': 7, 't2000-09': 12, 't1970-79': 1}","{'a50': 1, 'a25': 1, 'a3': 23, 'a1': 2, 'a2': 5}"
95,22434,zip,9,653,123,12,587,212,799,0.7347,1988,1826.6921,0.5320077,"{'t1990-99': 64, 't1980-89': 124, 't2010-19': 10, 't1969': 93, 't2000-09': 321, 't1970-79': 187}","{'a125': 249, 'a75': 171, 'a50': 196, 'a25': 15, 'a3': 18, 'a1': 83, 'a2': 67}"
96,26155,zip,0,156,0,0,122,35,157,0.7771,1987,2252.5095,5.864223,"{'t1990-99': 31, 't1980-89': 23, 't2010-19': 8, 't1969': 22, 't2000-09': 47, 't1970-79': 26}","{'a125': 1, 'a75': 16, 'a50': 7, 'a25': 1, 'a3': 77, 'a1': 29, 'a2': 26}"
97,56877,zip,0,16,0,0,10,6,16,0.625,1977,1485.5625,19.576622,"{'t1990-99': 2, 't1980-89': 1, 't2010-19': 1, 't1969': 5, 't2000-09': 2, 't1970-79': 5}","{'a3': 11, 'a50': 2, 'a2': 1, 'a25': 2}"
98,4180,zip,12,1360,2,14,1387,2,1389,0.9986,1966,2902.5403,3.2800772,"{'t1990-99': 183, 't1980-89': 150, 't2010-19': 19, 't1969': 624, 't2000-09': 221, 't1970-79': 192}","{'a125': 1, 'a75': 91, 'a50': 84, 'a25': 14, 'a3': 622, 'a1': 107, 'a2': 470}"
99,32244,zip,0,36,0,0,23,13,36,0.6389,1976,1421.0555,8.5335,"{'t1990-99': 9, 't1980-89': 5, 't2010-19': 1, 't1969': 9, 't2000-09': 6, 't1970-79': 6}","{'a75': 4, 'a50': 2, 'a3': 20, 'a1': 3, 'a2': 7}"
